,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
33992,17508,Antonino Caltabiano,M,29.0,160.0,52.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",
34022,17523,Alessandro Calvi,M,21.0,197.0,75.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
34023,17523,Alessandro Calvi,M,25.0,197.0,75.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 50 metres Freestyle,
34024,17523,Alessandro Calvi,M,25.0,197.0,75.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
34025,17524,Guido Calvi,M,19.0,,,Italy,ITA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 800 metres,
34026,17524,Guido Calvi,M,19.0,,,Italy,ITA,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's 1,500 metres",
34057,17532,Giorgio Calz,M,19.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
34058,17533,Carlo Calz,M,24.0,,,Italy,ITA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Speed Skating,"Speed Skating Men's 5,000 metres",
34059,17533,Carlo Calz,M,24.0,,,Italy,ITA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Speed Skating,"Speed Skating Men's 10,000 metres",
34066,17539,Amalia Calzavara,F,26.0,167.0,61.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",
34067,17540,Silvio Calzolari,M,,177.0,85.0,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,
34142,17590,"Giocondo ""Jimmy"" Camazzola",M,28.0,180.0,85.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,
34143,17590,"Giocondo ""Jimmy"" Camazzola",M,30.0,180.0,85.0,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,
34150,17595,Irene Camber-Corno,F,22.0,169.0,63.0,Italy,ITA,1948 Summer,1948,Summer,London,Fencing,"Fencing Women's Foil, Individual",
34151,17595,Irene Camber-Corno,F,26.0,169.0,63.0,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Women's Foil, Individual",Gold
34152,17595,Irene Camber-Corno,F,34.0,169.0,63.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Women's Foil, Individual",
34153,17595,Irene Camber-Corno,F,34.0,169.0,63.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Women's Foil, Team",Bronze
34154,17595,Irene Camber-Corno,F,38.0,169.0,63.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Women's Foil, Team",
34156,17597,Luigi Cambiaso,M,25.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Gold
34157,17597,Luigi Cambiaso,M,29.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
34158,17597,Luigi Cambiaso,M,29.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Team All-Around,Gold
34159,17597,Luigi Cambiaso,M,29.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Horse Vault,
34160,17597,Luigi Cambiaso,M,29.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Parallel Bars,
34161,17597,Luigi Cambiaso,M,29.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Horizontal Bar,
34162,17597,Luigi Cambiaso,M,29.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Rings,
34163,17597,Luigi Cambiaso,M,29.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Pommelled Horse,
34164,17597,Luigi Cambiaso,M,29.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Rope Climbing,
34165,17597,Luigi Cambiaso,M,29.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Side Horse,
34166,17598,Domenico Cambieri,M,33.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Coxed Fours,
34167,17598,Domenico Cambieri,M,37.0,,,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Fours,
34169,17600,Mattia Camboni,M,20.0,180.0,70.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Windsurfer,
34180,17608,Francesco Cameli,M,28.0,,,Twins II,ITA,1928 Summer,1928,Summer,Amsterdam,Sailing,Sailing Mixed 6 metres,
34190,17614,Maria Elena Camerin,F,22.0,165.0,56.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Tennis,Tennis Women's Singles,
34191,17615,Pasquale Camerlengo,M,25.0,173.0,68.0,Italy-1,ITA,1992 Winter,1992,Winter,Albertville,Figure Skating,Figure Skating Mixed Ice Dancing,
34192,17615,Pasquale Camerlengo,M,31.0,173.0,68.0,Italy-2,ITA,1998 Winter,1998,Winter,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,
34246,17647,Tullio Camillotti,M,26.0,175.0,98.0,Italy,ITA,1906 Summer,1906,Summer,Athina,Weightlifting,"Weightlifting Men's Unlimited, One Hand",Silver
34247,17647,Tullio Camillotti,M,26.0,175.0,98.0,Italy,ITA,1906 Summer,1906,Summer,Athina,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",
34264,17656,Roberto Cammarelle,M,24.0,190.0,101.5,Italy,ITA,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Super-Heavyweight,Bronze
34265,17656,Roberto Cammarelle,M,28.0,190.0,101.5,Italy,ITA,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Super-Heavyweight,Gold
34266,17656,Roberto Cammarelle,M,31.0,190.0,101.5,Italy,ITA,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Super-Heavyweight,Silver
34272,17660,Paolo Camossi,M,26.0,176.0,72.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Triple Jump,
34275,17662,Ivano Camozzi,M,25.0,176.0,71.0,Italy,ITA,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Men's Super G,
34276,17662,Ivano Camozzi,M,25.0,176.0,71.0,Italy,ITA,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
34277,17662,Ivano Camozzi,M,25.0,176.0,71.0,Italy,ITA,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Men's Slalom,
34279,17664,Edilberto Campadese,M,32.0,,,Italy-1,ITA,1948 Winter,1948,Winter,Sankt Moritz,Bobsleigh,Bobsleigh Men's Two,
34280,17664,Edilberto Campadese,M,32.0,,,Italy-1,ITA,1948 Winter,1948,Winter,Sankt Moritz,Bobsleigh,Bobsleigh Men's Four,
34281,17665,"Alessandro ""Sandro"" Campagna",M,25.0,182.0,80.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,
34282,17665,"Alessandro ""Sandro"" Campagna",M,29.0,182.0,80.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Water Polo,Water Polo Men's Water Polo,Gold
34286,17668,Cosetta Campana,F,23.0,178.0,64.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,
34287,17669,Giorgia Campana,F,17.0,152.0,49.0,Italy,ITA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,
34288,17669,Giorgia Campana,F,17.0,152.0,49.0,Italy,ITA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,
34289,17670,Loris Campana,M,25.0,177.0,75.0,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
34292,17673,Giorgio Campanella,M,18.0,168.0,60.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Lightweight,
34293,17674,Luigi Campanella,M,29.0,164.0,60.0,Italy,ITA,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
34294,17675,Salvatore Campanella,M,22.0,184.0,97.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
34464,17761,Piero Campelli,M,18.0,,,Italy,ITA,1912 Summer,1912,Summer,Stockholm,Football,Football Men's Football,
34465,17761,Piero Campelli,M,26.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Football,Football Men's Football,
34466,17762,Ranieri Campello,M,25.0,180.0,64.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
34467,17762,Ranieri Campello,M,25.0,180.0,64.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
34468,17762,Ranieri Campello,M,33.0,180.0,64.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
34472,17765,Bruno Campese,M,30.0,175.0,80.0,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,
34475,17768,Filippo Campioli,M,26.0,193.0,82.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's High Jump,
34481,17772,Cosimo Teodoro Campioto,M,22.0,176.0,78.0,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,
34495,17779,Omar Camporese,M,20.0,188.0,78.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,
34496,17779,Omar Camporese,M,20.0,188.0,78.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,
34497,17779,Omar Camporese,M,24.0,188.0,78.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Men's Singles,
34498,17779,Omar Camporese,M,24.0,188.0,78.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Men's Doubles,
34499,17780,Pietro Camporesi,M,24.0,182.0,72.0,Italy,ITA,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",
34554,17815,Niccol Campriani,M,20.0,177.0,80.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Air Rifle, 10 metres",
34555,17815,Niccol Campriani,M,20.0,177.0,80.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
34556,17815,Niccol Campriani,M,20.0,177.0,80.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
34557,17815,Niccol Campriani,M,24.0,177.0,80.0,Italy,ITA,2012 Summer,2012,Summer,London,Shooting,"Shooting Men's Air Rifle, 10 metres",Silver
34558,17815,Niccol Campriani,M,24.0,177.0,80.0,Italy,ITA,2012 Summer,2012,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
34559,17815,Niccol Campriani,M,24.0,177.0,80.0,Italy,ITA,2012 Summer,2012,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
34560,17815,Niccol Campriani,M,28.0,177.0,80.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",Gold
34561,17815,Niccol Campriani,M,28.0,177.0,80.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
34562,17815,Niccol Campriani,M,28.0,177.0,80.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
34569,17821,"Pier-Francesco ""Peppy"" Campus",M,,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",
34570,17821,"Pier-Francesco ""Peppy"" Campus",M,,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",
34571,17821,"Pier-Francesco ""Peppy"" Campus",M,,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres, Team",
34572,17821,"Pier-Francesco ""Peppy"" Campus",M,,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Small-Bore Rifle, Standing, 50 metres",
34573,17821,"Pier-Francesco ""Peppy"" Campus",M,,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",
34574,17822,Giovanni Camputaro,M,21.0,158.0,51.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Flyweight,
34652,17859,Sergio Canciani,M,22.0,200.0,87.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,
34653,17860,Marinella Canclini,F,17.0,160.0,53.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,
34654,17860,Marinella Canclini,F,17.0,160.0,53.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",
34655,17860,Marinella Canclini,F,19.0,160.0,53.0,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,
34656,17860,Marinella Canclini,F,19.0,160.0,53.0,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",
34657,17860,Marinella Canclini,F,19.0,160.0,53.0,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",
34658,17860,Marinella Canclini,F,23.0,160.0,53.0,Italy,ITA,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,
34659,17860,Marinella Canclini,F,23.0,160.0,53.0,Italy,ITA,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",
34660,17860,Marinella Canclini,F,27.0,160.0,53.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",
34689,17877,Maria Rosa Candido,F,24.0,155.0,49.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",
34697,17882,Claudio Candotti,M,17.0,174.0,70.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,
34698,17883,Antonio Candreva,M,21.0,180.0,72.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,
34709,17889,Paolo Can,M,23.0,180.0,68.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,
34710,17890,Paolo Canedi,M,26.0,177.0,74.0,Italy-1,ITA,1992 Winter,1992,Winter,Albertville,Bobsleigh,Bobsleigh Men's Four,
34711,17890,Paolo Canedi,M,28.0,177.0,74.0,Italy-1,ITA,1994 Winter,1994,Winter,Lillehammer,Bobsleigh,Bobsleigh Men's Four,
34712,17891,Ebore Canella,F,23.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Women's Team All-Around,
34726,17898,"Giuseppe ""Pino"" Canessa",M,40.0,,,Ausonia,ITA,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed Three Person Keelboat,
34740,17907,Romano Caneva,M,23.0,,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Welterweight,
34741,17908,Amilcare Canevari,M,22.0,,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Eights,
34742,17909,Angelo Canevari,M,35.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
34743,17909,Angelo Canevari,M,35.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
34744,17910,Silvio Canevari,M,43.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",
34745,17910,Silvio Canevari,M,43.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",
34746,17910,Silvio Canevari,M,43.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",
34747,17910,Silvio Canevari,M,43.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",
34749,17912,Luigi C. Cangiullo,M,,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Diving,Diving Men's Platform,
34750,17912,Luigi C. Cangiullo,M,,,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Diving,Diving Men's Platform,
34756,17917,Maria Canins,F,35.0,168.0,65.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Women's Road Race, Individual",
34757,17917,Maria Canins,F,39.0,168.0,65.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Women's Road Race, Individual",
34772,17926,Achille Canna,M,19.0,190.0,76.0,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,
34773,17926,Achille Canna,M,28.0,190.0,76.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,
34778,17928,Fabio Cannavaro,M,22.0,175.0,72.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,
34786,17936,Domenico Antonio Cannone,M,22.0,177.0,85.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",
34787,17937,Flavio Cannone,M,22.0,165.0,62.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Trampolining,Trampolining Men's Individual,
34788,17937,Flavio Cannone,M,26.0,165.0,62.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Trampolining,Trampolining Men's Individual,
34789,17937,Flavio Cannone,M,30.0,165.0,62.0,Italy,ITA,2012 Summer,2012,Summer,London,Trampolining,Trampolining Men's Individual,
34822,17948,Giovanni Canova,M,39.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Individual",
34823,17948,Giovanni Canova,M,39.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Team",Gold
34824,17948,Giovanni Canova,M,43.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's epee, Team",Bronze
34840,17956,Giovanni Cantagalli,M,22.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Hammer Throw,
34841,17957,Luca Cantagalli,M,22.0,189.0,94.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball,
34842,17957,Luca Cantagalli,M,26.0,189.0,94.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,
34843,17957,Luca Cantagalli,M,30.0,189.0,94.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,Silver
34844,17958,Julieta Cantaluppi,F,27.0,163.0,46.0,Italy,ITA,2012 Summer,2012,Summer,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,
34849,17961,Lorenzo Cantarello,M,28.0,174.0,72.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
34850,17962,Vasco Cantarello,M,24.0,180.0,82.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,
34851,17963,Noemi Cantele,F,23.0,170.0,58.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Women's Road Race, Individual",
34852,17963,Noemi Cantele,F,27.0,170.0,58.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Women's Road Race, Individual",
34853,17963,Noemi Cantele,F,31.0,170.0,58.0,Italy,ITA,2012 Summer,2012,Summer,London,Cycling,"Cycling Women's Road Race, Individual",
34854,17963,Noemi Cantele,F,31.0,170.0,58.0,Italy,ITA,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Individual Time Trial,
34855,17964,Ugo Cantelli,M,29.0,167.0,,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
34864,17969,Alfonso Canti,M,31.0,162.0,67.0,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Lightweight,
34883,17980,"Luigi ""Gino"" Cantone",M,31.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Individual",Gold
34884,17980,"Luigi ""Gino"" Cantone",M,31.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Team",Silver
34885,17981,Attilio Cantoni,M,25.0,182.0,80.0,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxless Fours,
34888,17983,Anna Maria Cant,F,24.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,
34968,18026,Adler Capelli,M,18.0,180.0,77.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's 1,000 metres Time Trial",
34969,18026,Adler Capelli,M,22.0,180.0,77.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
34970,18026,Adler Capelli,M,26.0,180.0,77.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
34983,18028,Vincenzo Maria Capelli,M,23.0,193.0,96.0,Italy,ITA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,
34984,18028,Vincenzo Maria Capelli,M,27.0,193.0,96.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,
35005,18036,Franca Capetta (-Birsioli),F,39.0,158.0,58.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Archery,Archery Women's Individual,
35006,18036,Franca Capetta (-Birsioli),F,43.0,158.0,58.0,Italy,ITA,1980 Summer,1980,Summer,Moskva,Archery,Archery Women's Individual,
35021,18042,Mario Capio,M,32.0,174.0,83.0,Romolo,ITA,1956 Summer,1956,Summer,Melbourne,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,
35022,18042,Mario Capio,M,36.0,174.0,83.0,Aldebaran II,ITA,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,
35023,18042,Mario Capio,M,40.0,174.0,83.0,Aldebaran,ITA,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,
35025,18044,Alice Capitani,F,15.0,143.0,35.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,
35026,18044,Alice Capitani,F,15.0,143.0,35.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,
35027,18044,Alice Capitani,F,15.0,143.0,35.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,
35028,18044,Alice Capitani,F,15.0,143.0,35.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Horse Vault,
35029,18044,Alice Capitani,F,15.0,143.0,35.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Balance Beam,
35030,18045,Otello Capitani,M,18.0,,,Italy,ITA,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,
35031,18046,Giulio Capitanio,M,23.0,180.0,70.0,Italy,ITA,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
35032,18046,Giulio Capitanio,M,23.0,180.0,70.0,Italy,ITA,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
35033,18046,Giulio Capitanio,M,23.0,180.0,70.0,Italy,ITA,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
35034,18046,Giulio Capitanio,M,27.0,180.0,70.0,Italy,ITA,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
35035,18046,Giulio Capitanio,M,27.0,180.0,70.0,Italy,ITA,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
35036,18046,Giulio Capitanio,M,27.0,180.0,70.0,Italy,ITA,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
35037,18046,Giulio Capitanio,M,27.0,180.0,70.0,Italy,ITA,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
35038,18046,Giulio Capitanio,M,31.0,180.0,70.0,Italy,ITA,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
35039,18046,Giulio Capitanio,M,31.0,180.0,70.0,Italy,ITA,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
35040,18046,Giulio Capitanio,M,31.0,180.0,70.0,Italy,ITA,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
35041,18046,Giulio Capitanio,M,31.0,180.0,70.0,Italy,ITA,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
35042,18047,Gianluca Capitano,M,24.0,177.0,83.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Men's Sprint,
35043,18047,Gianluca Capitano,M,24.0,177.0,83.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's 1,000 metres Time Trial",
35054,18055,Giuseppe Capogrossi Guarna,M,48.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
